city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,129.7906185,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,10,0
city_160,0.92,Male,Has relevent experience,Full time course,High School,missing,15,Oct-49,Funded Startup,2,33,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,40,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,missing,missing,1,32,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,45,0
city_21,0.761605956,Male,No relevent experience,no_enrollment,Graduate,STEM,1,missing,missing,1,29.6923547,1
city_67,0.855,Male,No relevent experience,Full time course,High School,missing,7,missing,missing,never,89,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,10,<10,Funded Startup,1,10,0
city_173,0.878,missing,No relevent experience,no_enrollment,Masters,Business Degree,15,100-500,Pvt Ltd,1,36,0
city_18,0.679377161,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,missing,Pvt Ltd,>4,17.26045929,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,never,20,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,33,0
city_90,0.656396719,Male,No relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,2,38.04577052,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,24.43642756,1
city_103,0.616232923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,25.91992704,1
city_83,0.822543657,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,146.1663866,1
city_21,0.878550515,missing,Has relevent experience,Part time course,Graduate,STEM,4,missing,missing,4,28.21843239,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,42.57162373,1
city_103,0.858195918,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,62.59768973,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,Oct-49,Pvt Ltd,3,20,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,7,0
city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,21,0
city_73,0.909519511,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,10000+,Pvt Ltd,1,35.8906963,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,3,18,1
city_145,0.555,missing,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,55,1
city_21,0.624,missing,Has relevent experience,Part time course,Masters,STEM,12,100-500,Public Sector,1,105,0
city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,11,0
city_103,0.92,missing,No relevent experience,Full time course,Graduate,STEM,9,missing,Pvt Ltd,never,16.96579493,1
city_103,0.904321754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,75.72537024,1
city_21,0.925813243,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,112.8794602,1
city_21,0.865791482,Male,Has relevent experience,Full time course,Graduate,STEM,6,missing,missing,1,42.16149194,1
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,missing,1,56,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,missing,4,78,0
city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,4,33,0
city_160,0.917833073,Male,No relevent experience,Full time course,Graduate,STEM,1,missing,missing,1,37.73207005,1
city_100,0.887,Male,Has relevent experience,missing,missing,missing,8,missing,missing,1,62,0
city_21,0.624,missing,No relevent experience,Full time course,High School,missing,1,missing,missing,1,164.6805719,1
city_16,0.91,missing,No relevent experience,Full time course,High School,missing,<1,Oct-49,Pvt Ltd,2,58,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,71.85026739,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,46,0
city_90,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,216.8106393,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Masters,STEM,<1,missing,missing,1,55.07933657,1
city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,>20,missing,NGO,4,46,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,40,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0
city_21,0.591956162,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,195.5152401,1
city_162,0.703402433,Male,Has relevent experience,Full time course,Graduate,STEM,5,missing,missing,1,43.7012165,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,58,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,157,0
city_21,0.63119178,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,139.236038,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,279.453346,1
city_173,0.878,missing,Has relevent experience,Part time course,Masters,STEM,>20,<10,Pvt Ltd,never,48,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,264,0
city_21,0.655786115,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,52.76589525,1
city_114,0.926,Male,Has relevent experience,Full time course,High School,missing,9,100-500,Pvt Ltd,1,18,0
city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,7,missing,missing,1,65,1
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,11,0
city_21,0.869196808,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,15.51489721,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,4,92,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,275.152799,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,11,0
city_21,0.654225957,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,13.80154709,1
city_33,0.919914129,Male,No relevent experience,Full time course,Graduate,STEM,14,missing,missing,never,51.97474396,1
city_103,0.856476733,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,missing,missing,1,21.40795664,1
city_16,0.703695228,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,1,123.1324689,1
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,2,100,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,226,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,>4,28,0
city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,23,0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,1,22,0
city_21,0.844582784,Male,No relevent experience,no_enrollment,Graduate,STEM,1,missing,missing,1,14.52572548,1
city_103,0.70632188,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,17.90784388,1
city_21,0.624,missing,Has relevent experience,Full time course,Masters,STEM,20,50-99,missing,1,16,1
city_21,0.817514037,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,missing,Pvt Ltd,1,111.4329441,1
city_159,0.843,Male,Has relevent experience,Full time course,High School,missing,4,missing,missing,2,144,0
city_114,0.926,missing,No relevent experience,Full time course,Graduate,STEM,13,missing,Pvt Ltd,never,34,0
city_138,0.836,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,122,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,2,101,0
city_144,0.84,missing,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,15,0
city_65,0.802,missing,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,1,102,0
city_155,0.556,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,290,1
city_103,0.923529614,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,22.65615514,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,1,29,0
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Funded Startup,>4,30,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,1,70,0
city_114,0.926,missing,Has relevent experience,no_enrollment,Masters,Other,11,10000+,Pvt Ltd,1,39,0
city_103,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,38.58975724,1
city_21,0.803746217,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,6.607250734,1
city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,never,74,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,missing,1,82,1
city_103,0.839978747,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,142.0594005,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Public Sector,2,112,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,Pvt Ltd,1,30,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Public Sector,>4,18,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,108,1
city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,50,0
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,15,missing,missing,3,83,1
city_103,0.92,missing,Has relevent experience,no_enrollment,High School,missing,18,10000+,Pvt Ltd,1,80,0
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,never,100,0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,1,9,1
city_21,0.647109506,Male,No relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,1,58.89870301,1
city_176,0.764,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,2,12,0
city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,9,1
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,100-500,missing,1,102.1402108,1
city_21,0.644364084,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,83.59407142,1
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,66,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,50,0
city_21,0.910667331,missing,No relevent experience,Full time course,Graduate,STEM,7,missing,missing,never,48.66533857,1
city_21,0.718895538,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,1,28.48679023,1
city_21,0.91019239,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,>4,26.19238972,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,21,0
city_21,0.622593624,Male,No relevent experience,no_enrollment,Masters,STEM,9,missing,Pvt Ltd,1,37.46785765,1
city_103,0.92,missing,No relevent experience,no_enrollment,Graduate,missing,5,1000-4999,Pvt Ltd,>4,43,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,7,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,2,47,1
city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,missing,>4,68,0
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,1,134,0
city_21,0.624,missing,No relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,168.6128439,1
city_103,0.905153046,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,1,30.12325219,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,67,0
city_16,0.91,missing,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,202,0
city_165,0.903,missing,No relevent experience,Part time course,Graduate,Humanities,10,50-99,Pvt Ltd,1,73,0
city_21,0.884303106,missing,No relevent experience,no_enrollment,Graduate,missing,>20,missing,missing,1,41.92956186,1
city_21,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,93.40878415,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,94,0
city_21,0.593571132,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,67.34309432,1
city_21,0.624,missing,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,never,35.28625023,1
city_103,0.887515531,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,41.00238931,1
city_21,0.624,missing,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,8.205324519,1
city_36,0.893,missing,Has relevent experience,Part time course,High School,missing,missing,100-500,missing,missing,94,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,98,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,36.51512502,1
city_160,0.903198383,Male,No relevent experience,Part time course,Graduate,STEM,>20,missing,missing,>4,17.81438945,1
city_21,0.624,missing,Has relevent experience,Full time course,Graduate,STEM,3,missing,Pvt Ltd,never,15.63226671,1
city_21,0.666101988,missing,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,53.67615884,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Early Stage Startup,>4,41,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,124,0
city_103,0.685035939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24.85582245,1
city_74,0.579,missing,Has relevent experience,Full time course,Graduate,STEM,8,missing,missing,1,105,0
city_91,0.885025117,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,1,63.59936783,1
city_162,0.767,Male,Has relevent experience,no_enrollment,High School,missing,12,missing,missing,1,68,0
city_21,0.634041665,Male,No relevent experience,Full time course,Graduate,missing,2,missing,missing,1,34.91287864,1
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,7,missing,missing,2,76,1
city_21,0.71597219,missing,Has relevent experience,Full time course,Graduate,STEM,10,missing,missing,never,76.92521612,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,18.27715513,1
city_103,0.869001632,Male,No relevent experience,Full time course,Graduate,STEM,missing,missing,missing,never,31.25938003,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,24,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,Oct-49,Early Stage Startup,1,174,1
city_73,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,1,28.54248132,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,2,59.29299009,1
city_55,0.739,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,44,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,64,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,40,0
city_21,0.7260542,Male,No relevent experience,Full time course,Graduate,STEM,>20,missing,missing,1,88.00918252,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,83.27015675,1
city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,6,0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,1
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,23,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,19,0
city_158,0.766,Male,Has relevent experience,no_enrollment,High School,missing,18,100-500,Pvt Ltd,never,22,0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,15,missing,Pvt Ltd,never,20,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,2,50.32970307,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,1,53,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,13,missing,missing,1,74,0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,9,5000-9999,NGO,2,74,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,60.92456187,1
city_160,0.61229795,Male,No relevent experience,Full time course,Graduate,STEM,10,missing,missing,never,50.69655324,1
city_21,0.647381524,Male,No relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,62.95462832,1
city_73,0.711083633,missing,No relevent experience,Full time course,High School,missing,1,missing,missing,never,168.1428301,1
city_21,0.674451141,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,7.979930246,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,63,0
city_171,0.664,missing,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Early Stage Startup,1,188,1
city_103,0.92,missing,Has relevent experience,Part time course,Masters,STEM,>20,missing,missing,1,39,1
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Public Sector,1,42,1
city_103,0.83569413,Male,No relevent experience,Full time course,Graduate,STEM,>20,missing,missing,1,44.90502903,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,Oct-49,Pvt Ltd,2,92,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,100,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,19,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,1
city_67,0.855,Male,Has relevent experience,Full time course,High School,missing,3,50-99,Pvt Ltd,never,104,0
city_105,0.794,Female,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,65,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,1,87.9253373,1
city_33,0.847226568,missing,No relevent experience,Full time course,Graduate,STEM,>20,missing,missing,1,14.33240762,1
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,11,1
city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,1,16,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,26,0
city_101,0.558,Male,Has relevent experience,Part time course,Graduate,STEM,14,missing,missing,1,4,0
city_21,0.624,missing,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,83,0
city_103,0.861994452,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,Pvt Ltd,>4,19.99815071,1
city_36,0.893,Male,Has relevent experience,no_enrollment,High School,missing,9,100-500,Pvt Ltd,4,31,0
city_103,0.916297352,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,66.43938817,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,62,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,28,0
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,10000+,NGO,3,128,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,109.7961596,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,missing,missing,2,8,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,missing,14,100-500,Pvt Ltd,>4,74,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,Early Stage Startup,1,44,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,44,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,154,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,56,1
city_94,0.639818953,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,31.63728929,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,56.89161595,1
city_65,0.915084373,Male,No relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,1,95.12539662,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,1,missing,missing,1,76,0
city_42,0.563,missing,Has relevent experience,Full time course,Phd,STEM,<1,missing,missing,missing,43,1
city_21,0.911802516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,66.1974836,1
city_74,0.579,missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,49,1
city_101,0.558,Male,Has relevent experience,no_enrollment,missing,missing,8,500-999,Pvt Ltd,4,82,0
city_50,0.896,Male,No relevent experience,Part time course,High School,missing,6,missing,missing,1,43,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,9,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,missing,missing,never,161,1
city_46,0.762,missing,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,2,42,0
city_21,0.665448645,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,103.9178973,1
city_19,0.770376316,Male,Has relevent experience,Full time course,Graduate,STEM,1,missing,missing,1,138.6313335,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,70,0
city_75,0.939,missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,326,0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,missing,missing,2,102,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,Pvt Ltd,>4,96.12491482,1
city_102,0.804,missing,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,>4,92,0
city_75,0.939,missing,Has relevent experience,no_enrollment,High School,missing,10,10000+,Pvt Ltd,2,33,0
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,3,missing,missing,1,4,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,1,missing,Pvt Ltd,1,38.34516523,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,100.0445891,1
city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,2,missing,Pvt Ltd,never,18,0
city_21,0.929639296,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,31.36656956,1
city_89,0.925,missing,No relevent experience,no_enrollment,Masters,STEM,3,missing,missing,never,97,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,102,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,2,17,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,43,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,35.78771391,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,missing,missing,1,55,1
city_97,0.925,Male,No relevent experience,Full time course,Primary School,missing,5,missing,Pvt Ltd,never,46,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,154,0
city_114,0.926,missing,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,missing,7,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Early Stage Startup,3,58,0
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,never,10,1
city_103,0.919296663,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,83.55861138,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,3,132,0
city_21,0.624,missing,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,4,35,1
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,Oct-49,Pvt Ltd,2,136,1
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,<10,Pvt Ltd,1,75,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,113,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,33,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,210,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Early Stage Startup,1,12,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,31.81391996,1
city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1,17,1
city_103,0.92,missing,Has relevent experience,missing,Graduate,STEM,3,50-99,Funded Startup,1,52,0
city_103,0.920712415,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,71.35079169,1
city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,>4,108,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,68,0
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,10,1
